movie_title,year_released,critic_rating,audience_rating,genres
Jack the Giant Slayer,2013,52,55,"Action & Adventure, Drama, Science Fiction & Fantasy"
The Jackal,1997,23,52,"Action & Adventure, Drama, Mystery & Suspense"
Jackals,2017,44,21,Horror
Jackass 3,2010,65,69,"Action & Adventure, Comedy, Documentary"
Jackass: Number Two,2006,63,80,"Comedy, Documentary"
Jackass Presents: Bad Grandpa,2013,61,60,"Comedy, Documentary"
Jackass - The Movie,2002,48,75,"Comedy, Documentary"
Jackboots on Whitehall,2010,44,26,"Animation, Comedy"
The Jacket,2005,44,73,"Drama, Horror, Mystery & Suspense"
Jackie,2016,87,60,Drama
Jackie & Ryan,2015,64,40,Drama
Jackie Brown,1997,87,85,"Action & Adventure, Drama, Mystery & Suspense"
Jackie Chan: The Myth,2005,20,55,"Action & Adventure, Art House & International, Comedy, Drama, Science Fiction & Fantasy"
Jackie Chan's First Strike,1996,57,56,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense"
The Jackie Robinson Story,1950,63,52,"Classics, Documentary, Drama"
Jacknife,1989,64,47,Drama
Jacob's Ladder,1990,73,84,"Drama, Horror, Mystery & Suspense"
Jacob's Ladder,2019,4,39,"Horror, Mystery & Suspense"
Jade,1995,14,27,"Action & Adventure, Drama, Mystery & Suspense"
Jafar Panahi's Taxi,2015,96,79,Documentary
Jaffa,2009,50,61,"Art House & International, Drama"
Jagged Edge,1985,81,58,"Drama, Mystery & Suspense"
Jail Bait,1954,29,20,"Classics, Drama, Mystery & Suspense"
Jailbait,2004,17,51,"Comedy, Drama"
Jailhouse Rock,1957,80,72,"Classics, Drama, Musical & Performing Arts"
Jake Speed,1986,20,45,"Action & Adventure, Mystery & Suspense"
Jake Squared,2014,22,37,"Comedy, Drama"
Jakob the Liar,1999,29,63,"Comedy, Drama"
Jalsaghar (The Music Room),1958,100,92,"Art House & International, Drama, Musical & Performing Arts"
James and the Giant Peach,1996,91,66,"Animation, Kids & Family"
James White,2015,92,70,Drama
Jamesy Boy,2014,26,58,"Drama, Kids & Family, Special Interest"
Jamie Marks Is Dead,2014,59,45,Drama
Jandek on Corwood,2004,89,73,"Art House & International, Documentary, Musical & Performing Arts"
Jane Austen's Emma,1996,88,73,"Comedy, Drama, Television"
Jane Eyre,2011,84,76,"Drama, Romance"
Jane Got a Gun,2016,43,37,"Action & Adventure, Drama, Western"
Jane White is Sick and Twisted,2002,71,38,"Comedy, Drama, Television"
Jane's Journey,2011,42,79,Documentary
Janie Jones,2011,56,52,"Drama, Musical & Performing Arts"
Janis: Little Girl Blue,2015,94,77,"Art House & International, Documentary"
Jannat 2,2012,0,45,"Mystery & Suspense, Romance"
The January Man,1989,25,28,"Action & Adventure, Comedy, Drama, Mystery & Suspense"
Japanese Story,2003,68,69,Drama
Japon,2003,81,73,"Art House & International, Documentary, Drama"
Jason Bourne,2016,54,55,"Action & Adventure, Drama"
Jason Goes to Hell - The Final Friday,1993,22,24,Horror
Jason X,2002,20,25,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Jason's Lyric,1994,61,91,"Drama, Romance"
Jauja,2015,88,50,"Comedy, Drama"
Jawbreaker,1999,11,55,Comedy
Jaws,1975,98,90,"Action & Adventure, Drama, Mystery & Suspense"
Jaws 2,1978,58,38,"Action & Adventure, Horror, Mystery & Suspense"
Jaws 3,1983,12,17,"Action & Adventure, Horror, Mystery & Suspense"
Jaws: The Revenge,1987,0,15,"Action & Adventure, Horror, Mystery & Suspense"
Jay & Silent Bob Reboot,2019,66,93,Comedy
Jay and Silent Bob Strike Back,2001,52,75,Comedy
Jayne Mansfield's Car,2013,35,40,"Comedy, Drama"
Jazz on a Summer's Day,2020,100,81,"Documentary, Musical & Performing Arts"
JCVD (Van Dammage),2008,84,74,"Action & Adventure, Comedy"
J.D.'s Revenge,1976,57,60,"Action & Adventure, Drama, Horror, Mystery & Suspense"
Jean-Michel Basquiat: The Radiant Child,2010,86,87,"Documentary, Musical & Performing Arts"
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,96,82,"Art House & International, Drama, Special Interest"
Jeepers Creepers,2001,46,48,"Horror, Mystery & Suspense"
Jeepers Creepers 2,2003,24,37,Horror
Jeepers Creepers 3,2017,17,32,"Drama, Horror, Special Interest"
Jeff Who Lives at Home,2012,77,62,Comedy
Jefferson in Paris,1995,31,34,"Drama, Romance"
Jeffrey,1995,68,68,"Comedy, Drama, Gay & Lesbian"
Jellyfish Eyes,2015,29,43,"Art House & International, Comedy, Science Fiction & Fantasy"
Jem and the Holograms,2015,22,40,"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy"
Jennifer 8,1992,37,36,"Drama, Mystery & Suspense"
Jennifer's Body,2009,45,34,"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy"
Jenny's Wedding,2015,25,34,Comedy
Jeremiah Johnson,1972,95,89,"Action & Adventure, Western"
Jerichow,2008,89,58,"Art House & International, Drama"
The Jerk,1979,81,84,Comedy
The Jerky Boys,1995,17,50,Comedy
Jerry and Tom,1998,75,71,"Comedy, Drama, Mystery & Suspense"
Jersey Boys,2014,51,62,Musical & Performing Arts
Jersey Girl,2004,42,48,Comedy
Jersey Shore Massacre,2014,17,8,"Comedy, Horror"
Jerusalem,2013,89,81,"Documentary, Special Interest"
Gangster's Paradise: Jerusalema,2010,76,78,"Action & Adventure, Art House & International, Drama, Mystery & Suspense"
Jess + Moss,2012,80,68,Drama
Jessabelle,2014,28,30,"Drama, Horror"
Jesus,2017,79,60,"Art House & International, Drama"
Jesus Camp,2006,87,80,"Documentary, Musical & Performing Arts, Faith & Spirituality"
Jesus Christ Vampire Hunter,2001,80,59,"Action & Adventure, Comedy, Horror, Musical & Performing Arts"
Jesus Henry Christ,2012,23,47,Comedy
Jesus' Son,1999,80,83,Drama
"Jesus, You Know",2003,75,67,"Documentary, Special Interest, Faith & Spirituality"
Jet Lag,2003,57,54,"Art House & International, Comedy, Drama, Romance"
The Jewel of the Nile,1985,48,37,"Action & Adventure, Comedy, Romance"
Jews And Baseball: An American Love Story,2010,67,63,"Documentary, Sports & Fitness"
Jewtopia,2013,18,26,"Comedy, Romance"
Jexi,2019,17,71,Comedy
Jhoom Barabar Jhoom,2007,46,39,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance"
Jianyu (Reign of Assassins),2010,70,73,Action & Adventure
Stray Dogs,2014,86,53,"Art House & International, Drama"
Jig,2011,63,71,"Art House & International, Documentary, Musical & Performing Arts, Special Interest"
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,94,88,Documentary
Jim Gaffigan: Noble Ape,2018,100,89,Comedy
Jim: The James Foley Story,2016,91,74,Documentary
Jimi: All Is by My Side,2014,67,36,Drama
Jimmy and Judy,2006,50,68,"Action & Adventure, Drama, Mystery & Suspense"
Jimmy Hollywood,1994,22,27,Comedy
Jimmy P.,2014,52,39,Drama
Jin-Roh: The Wolf Brigade,1998,55,78,"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Jindabyne,2006,65,49,Drama
Police Story: Lockdown,2015,14,33,"Action & Adventure, Art House & International, Drama"
Jingle All the Way,1996,15,38,"Comedy, Kids & Family"
Jingle Bell Rocks,2014,100,76,"Comedy, Documentary, Special Interest"
Jinn,2014,18,31,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Jinn,2018,91,84,Drama
Jiro Dreams of Sushi,2012,99,92,"Art House & International, Documentary, Special Interest"
"Jo Jo Dancer, Your Life Is Calling",1986,55,80,"Comedy, Drama"
Joan Rivers: A Piece Of Work,2010,92,82,"Comedy, Documentary, Television"
Joan Didion: The Center Will Not Hold,2017,89,80,Documentary
Desert Flower,2011,50,72,Drama
Jobriath A.D.,2014,67,58,"Documentary, Musical & Performing Arts, Special Interest"
Jobs,2013,28,40,Drama
Jodhaa Akbar,2008,75,78,"Art House & International, Drama"
Jodorowsky's Dune,2014,97,89,"Documentary, Science Fiction & Fantasy, Special Interest"
Joe,1970,82,64,"Classics, Drama, Mystery & Suspense"
Joe,2014,85,68,Drama
Joe Dirt,2001,10,63,Comedy
Joe Dirt 2: Beautiful Loser,2015,10,21,Comedy
Joe Kidd,1972,88,54,"Action & Adventure, Classics, Drama, Western"
Joe Somebody,2001,21,27,"Comedy, Drama"
Joe Strummer: The Future Is Unwritten,2007,89,87,"Documentary, Musical & Performing Arts"
Joe the King,1999,67,72,Drama
Joe Versus the Volcano,1990,61,54,"Comedy, Science Fiction & Fantasy"
Joe's Apartment,1996,19,42,"Comedy, Musical & Performing Arts"
Joffrey: Mavericks of American Dance,2012,55,50,"Documentary, Musical & Performing Arts"
John Carpenter's Ghosts of Mars,2001,21,24,"Action & Adventure, Horror, Science Fiction & Fantasy"
John Carpenter's Vampires,1998,40,47,Horror
John Carter,2012,52,60,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy"
John Dies at the End,2013,60,54,"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy"
John Doe: Vigilante,2014,40,46,Mystery & Suspense
John Henry,2020,0,23,Drama
John Lewis: Good Trouble,2020,96,73,Documentary
It's About You,2012,57,40,"Documentary, Musical & Performing Arts"
John Q,2002,23,78,Drama
Rambo (Rambo IV),2008,38,69,"Action & Adventure, Drama, Mystery & Suspense"
John Tucker Must Die,2006,27,69,"Comedy, Drama"
This Filthy World,2006,91,85,Documentary
John Wick,2014,87,81,Action & Adventure
John Wick: Chapter 2,2017,89,85,"Action & Adventure, Drama"
John Wick: Chapter 3 - Parabellum,2019,90,86,"Action & Adventure, Drama"
Johnny Got His Gun,2008,21,62,"Drama, Musical & Performing Arts, Special Interest"
Johnny Be Good,1988,0,30,Comedy
Johnny English,2003,33,50,Comedy
Johnny English Reborn,2011,38,45,"Comedy, Mystery & Suspense"
Johnny Got His Gun,1971,67,87,"Classics, Drama"
Johnny Guitar,1954,93,85,"Action & Adventure, Classics, Drama, Musical & Performing Arts, Western"
Johnny Handsome,1989,62,46,Drama
Johnny Mnemonic,1995,12,31,"Action & Adventure, Science Fiction & Fantasy"
Johnny Suede,1991,33,47,"Art House & International, Comedy, Romance"
Johns,1997,54,58,"Art House & International, Drama"
Johnson Family Vacation,2004,6,44,Comedy
Johnstown Flood,2003,73,60,"Documentary, Special Interest"
Joker,2019,68,88,"Action & Adventure, Drama, Mystery & Suspense"
Joker 3D,2012,0,21,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Jolene,2008,48,43,Drama
Le Joli Mai,1963,94,92,"Documentary, Drama, Special Interest"
Jonah - A VeggieTales Movie,2002,66,74,"Animation, Comedy, Kids & Family, Faith & Spirituality"
Jonah Hex,2010,12,20,"Action & Adventure, Drama, Horror, Western"
Jonas Brothers: The 3D Concert Experience,2009,23,79,"Documentary, Musical & Performing Arts"
Jonathan,2018,63,56,"Drama, Science Fiction & Fantasy"
Jonathan Livingston Seagull,1973,8,61,"Animation, Drama, Kids & Family"
The Joneses,2010,63,47,"Comedy, Drama, Kids & Family"
Joseph and the Amazing Technicolor Dreamcoat,2000,86,81,Musical & Performing Arts
Joshua,2007,62,40,"Art House & International, Drama, Mystery & Suspense"
Joshy,2016,81,54,Comedy
Josie,2018,13,33,"Drama, Mystery & Suspense"
Josie and the Pussycats,2001,53,52,Comedy
Joueuse (Queen to Play),2011,71,72,"Art House & International, Comedy, Drama"
The Journey of August King,1996,57,69,Drama
Journey of Hope,1991,83,84,"Art House & International, Drama, Faith & Spirituality"
The Journey of Natty Gann,1985,91,78,"Action & Adventure, Drama, Kids & Family"
Journey to the Center of the Earth,1959,83,69,"Action & Adventure, Classics, Science Fiction & Fantasy"
Journey to the Center of the Earth,2008,61,51,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
Journey 2: The Mysterious Island,2012,45,59,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
Journey To The West,2014,94,69,"Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy"
Journey to the West: The Demons Strike Back,2017,58,49,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Journey's End,2018,92,72,Drama
Joy,2015,61,57,Drama
The Joy Luck Club,1993,86,89,"Drama, Romance"
The Joy of Life,2005,92,43,"Documentary, Special Interest"
Joyeux Noël (Merry Christmas),2006,74,89,"Art House & International, Drama, Romance"
Joyful Noise,2012,32,65,Comedy
J.T. LeRoy,2019,55,42,Drama
Ju Dou,1990,100,89,"Art House & International, Drama"
Juan of the Dead,2012,82,64,"Art House & International, Comedy, Horror"
Jubal,1956,100,79,"Action & Adventure, Classics, Western"
Jude,1996,81,73,"Drama, Romance"
Judge Dredd,1995,20,30,"Action & Adventure, Science Fiction & Fantasy"
Judgment Day,1999,40,15,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy"
Judgment Night,1993,35,55,"Action & Adventure, Drama, Mystery & Suspense"
Judy,2019,82,85,"Drama, Musical & Performing Arts"
Judy & Punch,2020,77,60,Drama
Judy Moody and the NOT Bummer Summer,2011,21,41,"Comedy, Kids & Family"
Jug Face,2013,76,36,"Cult Movies, Horror"
Juggernaut,2018,57,60,Drama
Juice,1992,79,90,"Action & Adventure, Drama"
Jules and Jim,1962,93,89,"Drama, Romance"
Julie & Julia,2009,77,70,"Comedy, Drama"
Julien Donkey-Boy,1999,28,71,"Drama, Special Interest"
"Juliet, Naked",2018,83,74,Comedy
Juliet of the Spirits (Giulietta degli Spiriti),1965,79,85,"Art House & International, Comedy, Drama"
Julieta,2016,83,74,"Art House & International, Drama"
Jumanji: The Next Level,2019,72,87,"Action & Adventure, Comedy"
Jumanji: Welcome to the Jungle,2017,76,87,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy"
Jump In!,2007,63,61,"Comedy, Kids & Family, Musical & Performing Arts, Television"
Jump Shot: The Kenny Sailors Story,2020,100,98,Documentary
Jump Tomorrow,2001,81,88,"Comedy, Drama, Romance"
Jumper,2008,15,44,"Action & Adventure, Drama, Science Fiction & Fantasy"
Jumpin' Jack Flash,1986,29,58,"Action & Adventure, Comedy, Mystery & Suspense"
Jumping the Broom,2011,58,58,Comedy
Junebug,2005,86,73,"Art House & International, Comedy, Drama"
Jungfrukällan (The Virgin Spring),1960,87,92,"Art House & International, Drama, Horror"
Jungle,2017,60,59,"Drama, Mystery & Suspense"
Jungle 2 Jungle,1997,19,33,"Comedy, Kids & Family"
The Jungle Book 2,2003,18,30,"Animation, Kids & Family"
Juno,2007,94,88,"Comedy, Drama"
Jupiter Ascending,2015,27,38,"Action & Adventure, Science Fiction & Fantasy"
Jurassic Park,1993,91,91,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Jurassic Park III,2001,49,36,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Jurassic World,2015,70,78,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Jurassic World: Fallen Kingdom,2018,47,48,"Action & Adventure, Drama, Science Fiction & Fantasy"
The Juror,1996,18,31,"Drama, Mystery & Suspense"
Jury Duty,1995,0,26,Comedy
Kærlighed på Film (Just Another Love Story),2007,74,82,"Art House & International, Drama, Mystery & Suspense"
Just 45 Minutes From Broadway,2012,18,71,"Comedy, Drama, Special Interest"
Just a Kiss,2002,18,29,"Comedy, Romance"
Just Another Girl on the I.R.T.,1993,67,84,"Comedy, Drama"
Just Between Friends,1986,33,52,"Drama, Television, Romance"
Just Buried,2007,33,36,"Comedy, Drama"
Just Cause,1995,26,46,"Action & Adventure, Drama, Mystery & Suspense"
Just Charlie,2018,100,82,Drama
Just Do It: A Tale of Modern-day Outlaws,2011,77,36,"Art House & International, Documentary, Special Interest"
Just Getting Started,2017,4,10,"Action & Adventure, Comedy"
Just Go with It,2011,19,59,"Comedy, Romance"
Just Like A Woman,2013,13,33,"Art House & International, Drama"
Just Like Heaven,2005,55,75,"Comedy, Drama, Romance"
Just Mercy,2020,84,99,Drama
Just My Luck,2006,14,48,"Comedy, Drama, Romance"
Just One of the Guys,1985,45,65,"Comedy, Romance"
Just Visiting,2001,33,53,Comedy
Just Wright,2010,46,61,"Comedy, Romance"
Just Write,1997,57,55,"Comedy, Romance"
Seeking Justice,2012,28,39,"Action & Adventure, Drama, Mystery & Suspense"
Justice League,2017,40,71,"Action & Adventure, Drama, Science Fiction & Fantasy"
Justin Bieber: Never Say Never,2011,65,65,"Documentary, Musical & Performing Arts"
Justin Bieber's Believe,2013,53,59,"Documentary, Drama, Musical & Performing Arts"
Juwanna Mann,2002,10,39,Comedy
K-19: The Widowmaker,2002,61,52,"Action & Adventure, Drama, Mystery & Suspense"
K2,1992,29,49,"Action & Adventure, Drama, Special Interest"
K-9,1989,22,44,"Action & Adventure, Comedy"
K-9: P.I.,2002,0,37,"Action & Adventure, Comedy"
K-11,2013,20,43,"Drama, Mystery & Suspense"
Kabhi Alvida Naa Kehna,2006,58,68,"Art House & International, Drama, Musical & Performing Arts"
Kabhi Khushi Kabhie Gham,2001,100,88,"Art House & International, Comedy, Drama, Kids & Family, Musical & Performing Arts, Romance"
Kabluey,2007,84,65,"Art House & International, Comedy"
Kaboom,2011,60,41,"Comedy, Horror, Science Fiction & Fantasy"
Kadosh,2000,89,71,"Art House & International, Comedy, Drama"
Kaena: The Prophecy,2004,7,44,"Action & Adventure, Animation, Art House & International, Kids & Family, Science Fiction & Fantasy"
Kagemusha,1980,88,92,"Art House & International, Classics, Drama"
Kalamity,2010,0,31,"Drama, Mystery & Suspense"
Kaleidoscope,2017,64,42,"Drama, Mystery & Suspense"
Kalifornia,1993,59,64,"Action & Adventure, Drama, Mystery & Suspense"
Kama Sutra: A Tale of Love,1996,40,71,"Art House & International, Drama, Romance"
Kamp Katrina,2007,82,55,"Documentary, Special Interest"
Kampai! For the Love of Sake,2016,33,43,Documentary
Kangaroo Jack,2003,8,29,"Action & Adventure, Comedy, Kids & Family"
Kansas City,1996,62,43,"Drama, Mystery & Suspense"
Kansas City Confidential (The Secret Four),1952,85,76,"Classics, Drama, Mystery & Suspense"
Kapo,1959,60,88,"Action & Adventure, Art House & International, Drama"
The Karate Kid,1984,89,82,"Drama, Kids & Family"
The Karate Kid,2010,66,67,"Action & Adventure, Drama, Kids & Family"
The Karate Kid Part II,1986,45,51,"Action & Adventure, Comedy, Kids & Family"
Men at Work,2006,100,81,"Art House & International, Comedy, Drama"
Karl Marx City,2017,96,71,"Art House & International, Documentary"
Kart Racer,2002,40,60,"Drama, Kids & Family"
Karthik Calling Karthik (K.C.K.),2010,80,49,"Art House & International, Comedy, Drama, Mystery & Suspense"
Kassim the Dream,2009,54,89,"Documentary, Special Interest, Sports & Fitness"
Kate & Leopold,2001,50,62,"Comedy, Science Fiction & Fantasy, Romance"
Katie Says Goodbye,2019,42,74,Drama
Katy Perry: Part of Me,2012,76,72,"Documentary, Musical & Performing Arts"
Kazaam,1996,5,20,"Comedy, Kids & Family, Science Fiction & Fantasy"
Keane,2005,81,70,"Drama, Mystery & Suspense"
